"ATT1","ATT2","ATT3","ATT4","ATT5","ATT6","ATT7","ATT8","ATT9","ATT10","PCA1","PCA2","PCA3","PCA4","PCA5","PCA6","ATT1.1","ATT2.1","ATT3.1","ATT4.1","ATT5.1","ATT6.1","ATT7.1","ATT8.1","ATT9.1","ATT10.1","SumPCA","2Sums","3Sums","RMean","Result"
-1.43655914481699,-0.187895375190361,-1.44873129684503,0.0657682374615435,-0.285834350542533,0.970429558592786,-1.26888892467513,-0.9220046142357,0.575355838973682,1.33328108568813,-0.48756811726849,0.112739104510983,0.589032860604576,-0.0111481247809677,-0.0355400764627607,0.147112816970478,2,4,2,6,5,7,1,2,6,8,0.283816770859917,14,1,4.3,"0"
-0.310235478754426,-0.187895375190361,-0.323034260040851,1.20180808023252,-0.667954771284527,1.34180370111451,-0.176525243016834,0.539929068300153,0.947909606335011,-0.901679040030185,-0.080489369829044,-0.063771682951969,0.193823787128752,-0.488637508514306,0.113222482853927,0.166837211990477,5,4,5,9,4,8,4,6,7,2,0.156876202504936,10,1,5.4,"0"
-0.685676700775281,0.907983481081844,-0.323034260040851,-0.69159165771911,-1.43219561276851,-0.143692868972378,2.00820212029976,-0.556521193601737,1.69301714105767,0.215801022828972,-0.174252938995265,0.235572728499276,-0.109637815156856,0.414961912178659,0.582309694400562,0.0243568338649182,4,7,5,4,2,4,10,3,9,5,1.86549558982266,5,1,5.3,"0"
1.56697063134985,-0.553188327281096,0.427430431161938,1.20180808023252,1.24264733242544,0.227681273549344,-0.904767697455699,-0.556521193601737,-0.914859230471636,0.588294377115358,0.392403130905403,-0.140583297839366,0.11089513742306,0.407893615178425,-0.74560082885847,-0.0925718607425159,10,3,7,9,9,5,2,3,2,6,0.122163380427377,9,1,5.6,"0"
0.816088187308139,-0.918481279371831,-0.698266605642245,-1.44895155289976,-1.43219561276851,-0.886441154015821,-0.176525243016834,1.27089590956808,0.575355838973682,2.0782677942609,0.283029562172949,-0.230007456740291,-0.177452446754911,-0.375924758425306,-0.486087134662801,0.531873558911059,8,2,4,2,2,2,4,8,6,10,-0.211626071977294,9,1,4.8,"3"
-0.685676700775281,-0.918481279371831,0.427430431161938,1.20180808023252,0.478406490941455,-1.25781529653754,-0.904767697455699,-0.9220046142357,-0.542305463110307,-0.156692331457413,-0.216368143972826,-0.318540763617871,0.10703776833884,0.305418850971585,0.124120674826114,-0.426902462190266,4,2,7,9,7,1,2,2,3,4,0.564950453522297,12,3,4.1,"2"
0.816088187308139,0.542690528991109,1.55312746796612,-0.69159165771911,1.24264733242544,-0.143692868972378,0.915838438641463,0.905412488934117,-1.28741299783297,2.0782677942609,0.282442707558803,0.171248260844611,0.538643977567163,-0.173189418083258,0.315797444429608,-0.0372805474053121,8,6,10,4,9,4,7,7,1,10,1.03640531500339,6,2,6.6,"3"
-1.43655914481699,-0.918481279371831,-1.07349895124364,1.58048802782285,-0.285834350542533,-0.886441154015821,-1.26888892467513,1.27089590956808,-0.914859230471636,0.960787731401744,-0.43804785464707,-0.31788027742877,-0.338747073328782,0.548132960985241,-0.071579065892627,-0.225273771383744,2,2,3,10,5,2,1,8,2,7,-0.582978767272141,16,2,4.2,"1"
1.56697063134985,-1.28377423146257,-0.323034260040851,0.823128132642197,0.478406490941455,0.227681273549344,-0.540646470236267,0.17444564766619,-0.542305463110307,-0.901679040030185,0.474781919243743,-0.39145937706241,-0.111800014335635,0.259741516825988,0.165917338074066,0.0570162853099094,10,1,5,8,7,5,3,5,3,2,0.719018891918857,12,4,4.9,"3"
1.56697063134985,1.63856938526331,1.55312746796612,-1.07027160530944,-0.667954771284527,1.34180370111451,-0.904767697455699,-0.556521193601737,0.575355838973682,-0.901679040030185,0.638010326259211,0.496475876436299,0.473592860962691,-0.370413902232804,-0.210775915175791,0.465354259447315,10,9,10,3,4,8,2,3,6,2,0.967483905762563,8,3,5.7,"2"
0.816088187308139,0.542690528991109,1.55312746796612,0.823128132642197,-1.43219561276851,1.34180370111451,0.915838438641463,-0.556521193601737,0.947909606335011,1.70577443997452,-0.0405114336084334,0.220962763776328,0.47058753069029,0.250995243672684,-0.495673400148655,0.423411756674467,8,6,10,8,2,8,7,3,7,9,1.69148314773435,6,2,6.8,"2"
1.56697063134985,-0.553188327281096,1.17789512236473,-1.44895155289976,0.096286070199461,-1.25781529653754,0.55171721142203,0.905412488934117,1.32046337369634,-0.156692331457413,-0.760152859004321,0.0274608216883143,0.479593705385322,-0.439022905352308,0.0293603689311687,-0.435321529569943,10,3,9,2,6,1,6,7,8,4,-0.319125631936077,9,3,5.6,"1"
